,0
0,-0.017534814462596134
1,-0.017534814462596134
2,-0.017534814462596134
3,-0.017534814462596134
4,-0.017534814462596134
5,-0.017534814462596134
6,-0.017534814462596134
7,-0.017534814462596134
8,-0.017534814462596134
9,-0.017534814462596134
10,-0.017534814462596134
11,-0.017534814462596134
12,-0.017534814462596134
13,-0.017534814462596134
14,-0.017534814462596134
15,-0.017534814462596134
16,-0.017534814462596134
17,-0.017534814462596134
18,-0.017534814462596134
19,-0.017534814462596134
20,-0.017534814462596134
21,-0.017534814462596134
22,-0.017534814462596134
23,-0.017534814462596134
24,-0.017534814462596134
25,-0.017534814462596134
26,-0.017534814462596134
27,-0.017534814462596134
28,-0.017534814462596134
29,-0.017534814462596134
30,-0.017534814462596134
31,-0.017534814462596134
32,-0.017534814462596134
33,-0.017534814462596134
34,-0.017534814462596134
35,-0.017534814462596134
36,-0.017534814462596134
37,-0.017534814462596134
38,-0.017534814462596134
39,-0.017534814462596134
40,-0.017534814462596134
41,-0.017534814462596134
42,-0.017534814462596134
43,-0.017534814462596134
44,-0.017534814462596134
45,-0.017534814462596134
46,-0.017534814462596134
47,-0.017534814462596134
48,-0.017534814462596134
49,-0.017534814462596134
50,-0.017534814462596134
51,-0.017534814462596134
52,-0.017534814462596134
53,-0.017534814462596134
54,-0.017534814462596134
55,-0.02068147819128143
56,-0.029987254427664478
57,-0.023719875304379585
58,0.019080502538745003
59,0.019080502538745003
60,0.019080502538745003
61,0.019080502538745003
62,0.019080502538745003
63,0.019080502538745003
64,0.019080502538745003
65,0.019080502538745003
66,0.019080502538745003
67,0.019080502538745003
68,0.019080502538745003
69,0.019080502538745003
70,0.019080502538745003
71,0.019080502538745003
72,0.019080502538745003
73,0.019080502538745003
74,0.019080502538745003
75,0.019080502538745003
76,0.019080502538745003
77,0.019080502538745003
78,0.019080502538745003
79,0.019080502538745003
80,0.019080502538745003
81,0.019080502538745003
82,0.019080502538745003
83,0.019080502538745003
84,0.019080502538745003
85,0.019080502538745003
86,0.019080502538745003
87,0.019080502538745003
88,0.019080502538745003
89,0.019080502538745003
90,0.019080502538745003
91,0.019080502538745003
92,0.019080502538745003
93,0.019080502538745003
94,0.019080502538745003
95,0.019080502538745003
96,0.019080502538745003
97,0.019080502538745003
98,0.019080502538745003
99,0.019080502538745003
100,0.019080502538745003
101,0.019080502538745003
102,0.019080502538745003
103,0.019080502538745003
104,0.019080502538745003
105,0.019080502538745003
106,0.019080502538745003
107,0.019080502538745003
108,0.019080502538745003
109,0.019080502538745003
110,0.019080502538745003
111,0.019080502538745003
112,0.019080502538745003
113,-0.024432554856089174
114,-0.014247045926372447
115,0.005035679965615649
116,0.005035679965615649
117,0.005035679965615649
118,0.005035679965615649
119,0.005035679965615649
120,0.005035679965615649
121,0.005035679965615649
122,0.005035679965615649
123,0.005035679965615649
124,0.005035679965615649
125,0.005035679965615649
126,0.005035679965615649
127,0.005035679965615649
128,0.005035679965615649
129,0.005035679965615649
130,0.005035679965615649
131,0.005035679965615649
132,0.005035679965615649
133,0.005035679965615649
134,0.005035679965615649
135,0.005035679965615649
136,0.005035679965615649
137,0.005035679965615649
138,0.005035679965615649
139,0.005035679965615649
140,0.005035679965615649
141,0.005035679965615649
142,0.005035679965615649
143,0.005035679965615649
144,0.005035679965615649
145,0.005035679965615649
146,0.005035679965615649
147,0.005035679965615649
148,0.005035679965615649
149,0.005035679965615649
150,0.005035679965615649
151,0.005035679965615649
152,0.005035679965615649
153,0.005035679965615649
154,0.005035679965615649
155,0.005035679965615649
156,0.005035679965615649
157,0.005035679965615649
158,0.005035679965615649
159,0.005035679965615649
160,0.005035679965615649
161,0.005035679965615649
162,0.005035679965615649
163,0.005035679965615649
164,0.005035679965615649
165,0.005035679965615649
166,0.005035679965615649
167,0.005035679965615649
168,0.005035679965615649
169,0.005035679965615649
170,0.021312967202804563
171,-0.026567027384721865
172,-0.049466490184339004
173,-0.006260454503998819
174,-0.006260454503998819
175,-0.006260454503998819
176,-0.006260454503998819
177,-0.006260454503998819
178,-0.006260454503998819
179,-0.006260454503998819
180,-0.006260454503998819
181,-0.006260454503998819
182,-0.006260454503998819
183,-0.006260454503998819
184,-0.006260454503998819
185,-0.006260454503998819
186,-0.006260454503998819
187,-0.006260454503998819
188,-0.006260454503998819
189,-0.006260454503998819
190,-0.006260454503998819
191,-0.006260454503998819
192,-0.006260454503998819
193,-0.006260454503998819
194,-0.006260454503998819
195,-0.006260454503998819
196,-0.006260454503998819
197,-0.006260454503998819
198,-0.006260454503998819
199,-0.006260454503998819
200,-0.006260454503998819
201,-0.006260454503998819
202,-0.006260454503998819
203,-0.006260454503998819
204,-0.006260454503998819
205,-0.006260454503998819
206,-0.006260454503998819
207,-0.006260454503998819
208,-0.006260454503998819
209,-0.006260454503998819
210,-0.006260454503998819
211,-0.006260454503998819
212,-0.006260454503998819
213,-0.006260454503998819
214,-0.006260454503998819
215,-0.006260454503998819
216,-0.006260454503998819
217,-0.006260454503998819
218,-0.006260454503998819
219,-0.006260454503998819
220,-0.006260454503998819
221,-0.006260454503998819
222,-0.006260454503998819
